Time,Air Temperature Primary (°C),Air Temperature Primary (F),Relative Humidity (%),Atmospheric Pressure (kPa),Vapor Pressure (kPa),Rain Bucket Capacity (mL),Rain Bucket Tips per Minute,Calculated Fallen Rain (mm),Calculated Fallen Rain (in),Wind Speed (m/s),Wind Speed (mph),Wind Direction (°),Wind Gust (m/s),Wind Gust (mph),North Wind Speed (m/s),North Wind Speed (mph),East Wind Speed (m/s),East Wind Speed (mph),Air Temperature Secondary (°C),Air Temperature Secondary (F),Calibrated Counts VWC 1,Soil Moisture 1 (VWC),Electrical Conductivity 1 (dS/m),Soil Temperature 1 (°C),Soil Temperature 1 (F),Calibrated Counts VWC 2,Soil Moisture 2 (VWC),Electrical Conductivity 2 (dS/m),Soil Temperature 2 (°C),Soil Temperature 2 (F),Latitude,Longitude,X Orientation,Y Orientation
2023-07-28T13:49:29.000Z,37.6,99.68,44,99.8,2.88,5,0,0,0,2.13,4.76,180.6,5.48,12.26,-2.13,-4.76,-0.02,-0.04,36.9,98.42,2217.67,16.46,85,32.1,89.78,2139.51,13.43,34,28.9,84.02,38.8478275,-90.45753515624997,-3.7,0.1
2023-07-28T14:04:29.000Z,37.8,100.04,43,99.78,2.78,5,0,0,0,2.13,4.76,178.9,4.59,10.27,-2.13,-4.76,0.04,0.09,37,98.6,2218.37,16.49,85,32.3,90.14,2139.94,13.45,34,29,84.2,38.8478275,-90.45753515624997,-3.6,0.3
2023-07-28T14:19:29.000Z,37.7,99.86,42,99.75,2.76,5,0,0,0,2.24,5.01,171.2,5.46,12.21,-2.21,-4.94,0.34,0.76,37,98.6,2219.49,16.53,86,32.5,90.5,2140.21,13.46,35,29,84.2,38.8478275,-90.45753515624997,-3.9,0
2023-07-28T14:25:51.671Z,27.94,82.3,73,100.02,2.64,5,0.73,0.18,0.01,1.68,3.77,227.65,3.43,7.67,0.07,0.16,-0.67,-1.49,28.13,82.63,2378.7,22.71,132.04,30.67,87.2,2354.38,21.77,106.86,29.31,84.76,38.84785400259082,-90.45753139167729,-3.66,0.29
2023-07-28T14:34:29.000Z,38,100.4,41,99.74,2.7,5,0,0,0,2.46,5.5,189.5,5.45,12.19,-2.42,-5.41,-0.41,-0.92,37.2,98.96,2218.4,16.49,86,32.7,90.86,2139.01,13.41,33,29,84.2,38.8478275,-90.45753515624997,-3.8,0.3
2023-07-28T14:49:29.000Z,37.8,100.04,43,99.73,2.79,5,0,0,0,2.21,4.94,185.2,6.18,13.82,-2.2,-4.92,-0.2,-0.45,37.3,99.14,2218.17,16.48,86,32.9,91.22,2139.59,13.43,34,29.1,84.38,38.8478275,-90.45753515624997,-3.4,0.2
2023-07-28T15:04:29.000Z,37.5,99.5,43,99.73,2.75,5,0,0,0,2.31,5.17,198.9,5.63,12.59,-2.19,-4.9,-0.75,-1.68,37.3,99.14,2217.91,16.47,85,33.1,91.58,2138.82,13.4,34,29.1,84.38,38.8478275,-90.45753515624997,-3.7,0.4
2023-07-28T15:19:29.000Z,37.5,99.5,44,99.73,2.83,5,0,0,0,2.37,5.3,186.6,4.75,10.63,-2.35,-5.26,-0.27,-0.6,37.2,98.96,2218.87,16.51,86,33.2,91.76,2138.22,13.38,34,29.1,84.38,38.8478275,-90.45753515624997,-3.9,0.5
2023-07-28T15:34:29.000Z,37.2,98.96,44,99.73,2.81,5,0,0,0,2.39,5.35,189.3,5.35,11.97,-2.36,-5.28,-0.39,-0.87,37,98.6,2219.56,16.54,87,33.4,92.12,2138.28,13.38,34,29.2,84.56,38.8478275,-90.45753515624997,-4.1,1
2023-07-28T15:49:29.000Z,36.8,98.24,47,99.73,2.9,5,0,0,0,2.66,5.95,187.7,6.27,14.03,-2.63,-5.88,-0.36,-0.81,36.8,98.24,2218.6,16.5,86,33.5,92.3,2139.57,13.43,34,29.2,84.56,38.8478275,-90.45753515624997,-3.7,0.4
2023-07-28T16:04:29.000Z,37,98.6,45,99.72,2.8,5,0,0,0,2.24,5.01,194.9,6.18,13.82,-2.16,-4.83,-0.58,-1.3,36.8,98.24,2216.62,16.42,87,33.7,92.66,2138.92,13.41,35,29.3,84.74,38.8478275,-90.45753515624997,-3.8,0.2
2023-07-28T16:19:29.000Z,36.7,98.06,45,99.72,2.8,5,0,0,0,2.29,5.12,188.7,6.31,14.12,-2.26,-5.06,-0.35,-0.78,36.5,97.7,2217.3,16.45,87,33.8,92.84,2138.61,13.4,34,29.3,84.74,38.8478275,-90.45753515624997,-3.8,0.2
2023-07-28T16:34:29.000Z,36.5,97.7,47,99.72,2.86,5,0,0,0,2.06,4.61,209.4,3.92,8.77,-1.8,-4.03,-1.01,-2.26,36.6,97.88,2218.21,16.48,87,34,93.2,2138.77,13.4,34,29.4,84.92,38.8478275,-90.45753515624997,-3.7,0.3
2023-07-28T16:49:29.000Z,36.2,97.16,46,99.72,2.75,5,0,0,0,2.07,4.63,204,4.39,9.82,-1.89,-4.23,-0.84,-1.88,36.5,97.7,2216.68,16.43,87,34.1,93.38,2137.95,13.37,35,29.4,84.92,38.8478275,-90.45753515624997,-3.9,0.2
2023-07-28T17:04:29.000Z,36.3,97.34,46,99.72,2.76,5,0,0,0,1.81,4.05,210,4.24,9.48,-1.56,-3.49,-0.9,-2.01,36.5,97.7,2216.71,16.43,87,34.2,93.56,2139.53,13.43,34,29.5,85.1,38.8478275,-90.45753515624997,-3.7,0.1
2023-07-28T17:19:29.000Z,35.8,96.44,46,99.72,2.67,5,0,0,0,2.13,4.76,193.4,5.44,12.17,-2.07,-4.63,-0.49,-1.1,36,96.8,2216.11,16.4,87,34.3,93.74,2139.08,13.41,34,29.6,85.28,38.8478275,-90.45753515624997,-4.2,0.1
2023-07-28T17:25:51.756Z,27.94,82.3,73,100.02,2.64,5,0.73,0.18,0.01,1.68,3.77,227.65,3.43,7.67,0.07,0.16,-0.67,-1.49,28.13,82.63,2378.7,22.71,132.04,30.67,87.2,2354.38,21.77,106.86,29.31,84.76,38.84785400259082,-90.45753139167729,-3.66,0.29
2023-07-28T17:34:29.000Z,35.5,95.9,47,99.72,2.7,5,0,0,0,2.16,4.83,185,5.32,11.9,-2.15,-4.81,-0.19,-0.43,35.7,96.26,2217.68,16.46,87,34.4,93.92,2138.09,13.38,34,29.6,85.28,38.8478275,-90.45753515624997,-3.8,0.2
2023-07-28T17:49:29.000Z,35.1,95.18,48,99.72,2.72,5,0,0,0,2.14,4.79,191.3,4.86,10.87,-2.1,-4.7,-0.42,-0.94,35.5,95.9,2217.42,16.45,87,34.4,93.92,2138.17,13.38,34,29.7,85.46,38.8478275,-90.45753515624997,-3.9,0.2
2023-07-28T18:04:29.000Z,34.8,94.64,49,99.73,2.74,5,0,0,0,2.01,4.5,196.5,4.86,10.87,-1.93,-4.32,-0.57,-1.28,35.2,95.36,2217.49,16.46,87,34.5,94.1,2138.79,13.4,35,29.7,85.46,38.8478275,-90.45753515624997,-3.7,0
2023-07-28T18:19:29.000Z,34.5,94.1,49,99.74,2.7,5,0,0,0,1.75,3.91,196.8,3.64,8.14,-1.68,-3.76,-0.51,-1.14,34.9,94.82,2216.08,16.4,87,34.5,94.1,2139.63,13.44,35,29.8,85.64,38.8478275,-90.45753515624997,-3.3,0.2
2023-07-28T18:34:29.000Z,34.1,93.38,50,99.73,2.68,5,0,0,0,1.65,3.69,199.9,4.42,9.89,-1.56,-3.49,-0.56,-1.25,34.6,94.28,2217.75,16.47,88,34.6,94.28,2138.72,13.4,35,29.9,85.82,38.8478275,-90.45753515624997,-3.8,0.3
2023-07-28T18:49:29.000Z,33.7,92.66,51,99.74,2.67,5,0,0,0,1.49,3.33,195.5,3.68,8.23,-1.43,-3.2,-0.4,-0.89,34.2,93.56,2217.04,16.44,87,34.6,94.28,2138.64,13.4,34,29.9,85.82,38.8478275,-90.45753515624997,-3.3,0.2
2023-07-28T19:04:29.000Z,33.4,92.12,51,99.73,2.65,5,0,0,0,1.44,3.22,192.9,3.84,8.59,-1.4,-3.13,-0.32,-0.72,33.9,93.02,2216.46,16.42,87,34.6,94.28,2139.01,13.41,35,30,86,38.8478275,-90.45753515624997,-3.9,0.1
2023-07-28T19:19:29.000Z,33,91.4,52,99.73,2.62,5,0,0,0,1.15,2.57,188.5,2.86,6.4,-1.14,-2.55,-0.17,-0.38,33.5,92.3,2216.88,16.43,87,34.6,94.28,2138.85,13.41,34,30,86,38.8478275,-90.45753515624997,-3.7,0.2
2023-07-28T19:34:29.000Z,32.6,90.68,53,99.74,2.62,5,0,0,0,1.08,2.42,197.1,2.85,6.38,-1.04,-2.33,-0.32,-0.72,33.1,91.58,2215.25,16.37,87,34.5,94.1,2139.27,13.42,35,30.1,86.18,38.8478275,-90.45753515624997,-3.5,0.4
2023-07-28T19:49:29.000Z,32.4,90.32,54,99.74,2.62,5,0,0,0,1.1,2.46,190,2.23,4.99,-1.09,-2.44,-0.19,-0.43,32.8,91.04,2216.47,16.42,87,34.5,94.1,2139.09,13.42,35,30.1,86.18,38.8478275,-90.45753515624997,-3.7,0.1
2023-07-28T20:04:29.000Z,32.2,89.96,54,99.73,2.61,5,0,0,0,1.49,3.33,185.4,3.9,8.72,-1.49,-3.33,-0.14,-0.31,32.6,90.68,2216.09,16.4,87,34.5,94.1,2138.89,13.41,35,30.2,86.36,38.8478275,-90.45753515624997,-3.5,0.4
2023-07-28T20:19:29.000Z,32.1,89.78,55,99.73,2.62,5,0,0,0,1.44,3.22,192.4,3.28,7.34,-1.41,-3.15,-0.31,-0.69,32.4,90.32,2216.3,16.41,87,34.4,93.92,2139.27,13.42,35,30.2,86.36,38.8478275,-90.45753515624997,-3.8,0.3
2023-07-28T20:25:51.728Z,27.94,82.3,73,100.02,2.64,5,0.73,0.18,0.01,1.68,3.77,227.65,3.43,7.67,0.07,0.16,-0.67,-1.49,28.13,82.63,2378.7,22.71,132.04,30.67,87.2,2354.38,21.77,106.86,29.31,84.76,38.84785400259082,-90.45753139167729,-3.66,0.29
2023-07-28T20:34:29.000Z,32,89.6,55,99.72,2.6,5,0,0,0,1.62,3.62,195.2,3.25,7.27,-1.56,-3.49,-0.43,-0.96,32.3,90.14,2214.69,16.35,87,34.4,93.92,2139.92,13.45,35,30.3,86.54,38.8478275,-90.45753515624997,-3.8,0.5
2023-07-28T20:49:29.000Z,31.8,89.24,55,99.75,2.59,5,0,0,0,1.62,3.62,191,3.69,8.25,-1.59,-3.56,-0.31,-0.69,32.2,89.96,2216.08,16.4,86,34.3,93.74,2139.33,13.42,35,30.3,86.54,38.8478275,-90.45753515624997,-3.7,0.2
2023-07-28T21:04:29.000Z,31.5,88.7,56,99.78,2.6,5,0,0,0,1.2,2.68,192.9,3.71,8.3,-1.17,-2.62,-0.27,-0.6,31.9,89.42,2216.85,16.43,85,34.2,93.56,2138.5,13.39,35,30.3,86.54,38.8478275,-90.45753515624997,-3.7,0.4
2023-07-28T21:19:29.000Z,31.3,88.34,57,99.72,2.59,5,0,0,0,1.24,2.77,206.7,2.5,5.59,-1.11,-2.48,-0.56,-1.25,31.6,88.88,2213.91,16.32,87,34.2,93.56,2139.37,13.43,35,30.4,86.72,38.8478275,-90.45753515624997,-3.6,0.1
2023-07-28T21:34:29.000Z,31.5,88.7,56,99.75,2.61,5,0,0,0,1.65,3.69,197.8,4.49,10.04,-1.57,-3.51,-0.51,-1.14,31.7,89.06,2215.54,16.38,87,34.1,93.38,2140.1,13.45,35,30.4,86.72,38.8478275,-90.45753515624997,-3.7,0.4
2023-07-28T21:49:29.000Z,31.5,88.7,57,99.78,2.63,5,0,0,0,1.65,3.69,211.1,3.15,7.05,-1.42,-3.18,-0.85,-1.9,31.8,89.24,2216.16,16.4,87,34,93.2,2139.49,13.43,35,30.4,86.72,38.8478275,-90.45753515624997,-3.8,0.3
2023-07-28T22:04:29.000Z,32,89.6,54,99.81,2.59,5,0,0,0,2.64,5.91,214.6,5.44,12.17,-2.17,-4.85,-1.5,-3.36,32.1,89.78,2215.75,16.39,87,33.9,93.02,2139.71,13.44,35,30.5,86.9,38.8478275,-90.45753515624997,-3,0.6
2023-07-28T22:19:29.000Z,31.9,89.42,56,99.83,2.62,5,0,0,0,3.08,6.89,214.2,6.6,14.76,-2.55,-5.7,-1.73,-3.87,32.2,89.96,2213.83,16.31,86,33.8,92.84,2139.9,13.45,35,30.5,86.9,38.8478275,-90.45753515624997,-3.6,0.2
2023-07-28T22:34:29.000Z,31.5,88.7,56,99.84,2.6,5,0,0,0,2.52,5.64,216.6,4.48,10.02,-2.03,-4.54,-1.51,-3.38,31.9,89.42,2214.93,16.36,87,33.7,92.66,2139.61,13.44,35,30.5,86.9,38.8478275,-90.45753515624997,-4.2,0.2
2023-07-28T22:49:29.000Z,31.2,88.16,57,99.83,2.59,5,0,0,0,2.93,6.55,215.4,6.51,14.56,-2.39,-5.35,-1.7,-3.8,31.7,89.06,2214.88,16.36,85,33.6,92.48,2139.41,13.43,35,30.5,86.9,38.8478275,-90.45753515624997,-3,0.6
2023-07-28T23:04:29.000Z,31,87.8,58,99.85,2.61,5,0,0,0,2.43,5.44,215.7,4.27,9.55,-1.97,-4.41,-1.42,-3.18,31.5,88.7,2213.81,16.31,86,33.5,92.3,2139.52,13.43,35,30.5,86.9,38.8478275,-90.45753515624997,-3.7,0.4
2023-07-28T23:19:29.000Z,30.9,87.62,57,99.85,2.57,5,0,0,0,2.35,5.26,214.9,4.36,9.75,-1.93,-4.32,-1.35,-3.02,31.3,88.34,2214.09,16.32,86,33.4,92.12,2140.69,13.48,35,30.5,86.9,38.8478275,-90.45753515624997,-3.9,0.2
2023-07-28T23:25:51.781Z,27.94,82.3,73,100.02,2.64,5,0.73,0.18,0.01,1.68,3.77,227.65,3.43,7.67,0.07,0.16,-0.67,-1.49,28.13,82.63,2378.7,22.71,132.04,30.67,87.2,2354.38,21.77,106.86,29.31,84.76,38.84785400259082,-90.45753139167729,-3.66,0.29
2023-07-28T23:34:29.000Z,30.7,87.26,58,99.83,2.57,5,0,0,0,2.22,4.97,218.8,4.09,9.15,-1.73,-3.87,-1.39,-3.11,31.1,87.98,2214.56,16.34,85,33.3,91.94,2140.08,13.45,35,30.5,86.9,38.8478275,-90.45753515624997,-3.9,0.2
2023-07-28T23:49:29.000Z,30.9,87.62,57,99.83,2.55,5,0,0,0,2.66,5.95,215.5,4.91,10.98,-2.17,-4.85,-1.55,-3.47,31.2,88.16,2215.43,16.38,86,33.3,91.94,2139.14,13.42,35,30.6,87.08,38.8478275,-90.45753515624997,-3.9,0.2
2023-07-29T00:04:29.000Z,30.6,87.08,58,99.81,2.53,5,0,0,0,2.14,4.79,215,3.67,8.21,-1.75,-3.91,-1.23,-2.75,31,87.8,2215.12,16.36,86,33.2,91.76,2139.13,13.42,35,30.6,87.08,38.8478275,-90.45753515624997,-3.8,0.2
2023-07-29T00:19:29.000Z,30.2,86.36,59,99.78,2.54,5,0,0,0,1.69,3.78,212.5,3.02,6.76,-1.42,-3.18,-0.91,-2.04,30.6,87.08,2215.22,16.37,86,33.1,91.58,2139.95,13.45,35,30.6,87.08,38.8478275,-90.45753515624997,-3.8,0.4
2023-07-29T00:34:29.000Z,30.2,86.36,60,99.8,2.56,5,0,0,0,1.68,3.76,215.7,2.79,6.24,-1.37,-3.06,-0.98,-2.19,30.5,86.9,2214.34,16.33,86,33,91.4,2139.06,13.41,35,30.6,87.08,38.8478275,-90.45753515624997,-3.6,0.2
2023-07-29T00:49:29.000Z,30,86,61,99.79,2.57,5,0,0,0,1.58,3.53,218.2,3.03,6.78,-1.24,-2.77,-0.98,-2.19,30.3,86.54,2213.68,16.31,85,32.9,91.22,2138.85,13.41,35,30.6,87.08,38.8478275,-90.45753515624997,-3.7,0.4
2023-07-29T01:04:29.000Z,29.7,85.46,62,99.79,2.57,5,0,0,0,1.21,2.71,221.7,2.64,5.91,-0.9,-2.01,-0.8,-1.79,30,86,2213.45,16.3,86,32.8,91.04,2138.78,13.4,35,30.5,86.9,38.8478275,-90.45753515624997,-3.5,0.2
2023-07-29T01:19:29.000Z,29.1,84.38,64,99.79,2.57,5,0,0,0,0.68,1.52,220,1.52,3.4,-0.52,-1.16,-0.44,-0.98,29.6,85.28,2212.61,16.27,87,32.7,90.86,2138.89,13.41,35,30.5,86.9,38.8478275,-90.45753515624997,-3.7,0.4
2023-07-29T01:34:29.000Z,28.9,84.02,65,99.8,2.6,5,0,0,0,0.61,1.36,226.1,1.52,3.4,-0.42,-0.94,-0.44,-0.98,29.3,84.74,2214.59,16.34,86,32.7,90.86,2139.24,13.42,35,30.5,86.9,38.8478275,-90.45753515624997,-3.7,0.4
2023-07-29T01:49:29.000Z,28.7,83.66,66,99.79,2.59,5,0,0,0,0.43,0.96,236.2,1.08,2.42,-0.24,-0.54,-0.36,-0.81,29,84.2,2213.86,16.32,86,32.6,90.68,2138.87,13.41,35,30.5,86.9,38.8478275,-90.45753515624997,-3.5,0.2
2023-07-29T02:04:29.000Z,28.5,83.3,67,99.77,2.61,5,0,0,0,0.32,0.72,220.3,0.93,2.08,-0.25,-0.56,-0.21,-0.47,28.8,83.84,2214.52,16.34,86,32.5,90.5,2139.04,13.41,35,30.5,86.9,38.8478275,-90.45753515624997,-3.5,0.3
2023-07-29T02:19:29.000Z,27.7,81.86,73,99.87,2.69,5,0,0,0,0.97,2.17,321.7,4.19,9.37,0.76,1.7,-0.6,-1.34,28.5,83.3,2213.4,16.3,86,32.4,90.32,2140.16,13.46,35,30.5,86.9,38.8478275,-90.45753515624997,-3.3,0.1
2023-07-29T02:25:51.757Z,27.94,82.3,73,100.02,2.64,5,0.73,0.18,0.01,1.68,3.77,227.65,3.43,7.67,0.07,0.16,-0.67,-1.49,28.13,82.63,2378.7,22.71,132.04,30.67,87.2,2354.38,21.77,106.86,29.31,84.76,38.84785400259082,-90.45753139167729,-3.66,0.29
2023-07-29T02:34:29.000Z,27.9,82.22,70,99.9,2.65,5,0,0,0,2.88,6.44,351.7,8.2,18.34,2.85,6.38,-0.42,-0.94,28.1,82.58,2215.05,16.36,86,32.3,90.14,2140,13.45,35,30.5,86.9,38.8478275,-90.45753515624997,-3.7,0.2
2023-07-29T02:49:29.000Z,28.2,82.76,69,99.91,2.66,5,0,0,0,1.37,3.06,351,3.94,8.81,1.36,3.04,-0.21,-0.47,28.4,83.12,2214.03,16.32,86,32.2,89.96,2140.15,13.46,35,30.5,86.9,38.8478275,-90.45753515624997,-3.6,0.3
2023-07-29T03:04:29.000Z,28.4,83.12,69,99.92,2.66,5,0,0,0,2.53,5.66,12.9,5.17,11.56,2.47,5.53,0.57,1.28,28.7,83.66,2214.05,16.32,86,32.2,89.96,2138.7,13.4,35,30.5,86.9,38.8478275,-90.45753515624997,-3.5,0.4
2023-07-29T03:19:29.000Z,27.4,81.32,69,99.9,2.53,5,0,0,0,3.12,6.98,28,6.48,14.5,2.76,6.17,1.47,3.29,28,82.4,2215.41,16.38,85,32.1,89.78,2138.87,13.41,35,30.4,86.72,38.8478275,-90.45753515624997,-4.1,0.5
2023-07-29T03:34:29.000Z,26.8,80.24,73,99.92,2.57,5,0,0,0,2.4,5.37,39.4,4.97,11.12,1.86,4.16,1.53,3.42,27.3,81.14,2214.1,16.32,85,32,89.6,2138.83,13.41,35,30.4,86.72,38.8478275,-90.45753515624997,-3.6,0.4
2023-07-29T03:49:29.000Z,26.3,79.34,78,99.93,2.66,5,0,0,0,1.72,3.85,55.7,5.19,11.61,0.97,2.17,1.42,3.18,26.7,80.06,2215.71,16.39,85,31.9,89.42,2139.08,13.41,35,30.4,86.72,38.8478275,-90.45753515624997,-3.7,0.5
2023-07-29T04:04:29.000Z,26.1,78.98,79,99.9,2.67,5,0,0,0,1.35,3.02,110.5,2.78,6.22,-0.47,-1.05,1.27,2.84,26.5,79.7,2213.51,16.3,86,31.9,89.42,2139.75,13.44,35,30.4,86.72,38.8478275,-90.45753515624997,-3.5,0.2
2023-07-29T04:19:29.000Z,26,78.8,78,99.88,2.62,5,0,0,0,0.99,2.21,72,1.78,3.98,0.31,0.69,0.94,2.1,26.4,79.52,2214.34,16.33,84,31.8,89.24,2140.16,13.46,35,30.4,86.72,38.8478275,-90.45753515624997,-3.6,0.2
2023-07-29T04:34:29.000Z,26,78.8,77,99.86,2.59,5,0,0,0,1.11,2.48,81,2.3,5.14,0.17,0.38,1.09,2.44,26.3,79.34,2214.35,16.33,86,31.7,89.06,2138.88,13.41,35,30.3,86.54,38.8478275,-90.45753515624997,-3.7,0.4
2023-07-29T04:49:29.000Z,26.2,79.16,75,99.9,2.54,5,0,0,0,0.86,1.92,27.6,2.52,5.64,0.76,1.7,0.4,0.89,26.3,79.34,2214.03,16.32,85,31.7,89.06,2139.62,13.44,35,30.3,86.54,38.8478275,-90.45753515624997,-3.7,0.4
2023-07-29T05:04:29.000Z,25.8,78.44,75,99.92,2.5,5,0,0,0,0.7,1.57,108.5,1.37,3.06,-0.22,-0.49,0.66,1.48,26.1,78.98,2215.03,16.36,85,31.6,88.88,2139.09,13.42,35,30.3,86.54,38.8478275,-90.45753515624997,-3.8,0.5
2023-07-29T05:19:29.000Z,26,78.8,72,99.95,2.42,5,0,0,0,1.58,3.53,123.9,4.25,9.51,-0.88,-1.97,1.31,2.93,26.3,79.34,2215.04,16.36,85,31.5,88.7,2139,13.41,36,30.3,86.54,38.8478275,-90.45753515624997,-3.5,0.2
2023-07-29T05:25:51.738Z,27.94,82.3,73,100.02,2.64,5,0.73,0.18,0.01,1.68,3.77,227.65,3.43,7.67,0.07,0.16,-0.67,-1.49,28.13,82.63,2378.7,22.71,132.04,30.67,87.2,2354.38,21.77,106.86,29.31,84.76,38.84785400259082,-90.45753139167729,-3.66,0.29
2023-07-29T05:34:29.000Z,25.9,78.62,74,99.96,2.45,5,0,0,0,1.66,3.71,73.2,3.15,7.05,0.48,1.07,1.59,3.56,26.1,78.98,2213.91,16.32,85,31.4,88.52,2140.05,13.45,35,30.3,86.54,38.8478275,-90.45753515624997,-3.5,0.3
2023-07-29T05:49:29.000Z,26,78.8,75,99.95,2.53,5,0,0,0,1,2.24,115.4,1.97,4.41,-0.43,-0.96,0.91,2.04,26,78.8,2215.13,16.36,85,31.4,88.52,2140.73,13.48,35,30.2,86.36,38.8478275,-90.45753515624997,-3.7,0.4
2023-07-29T06:04:29.000Z,26.3,79.34,77,99.96,2.61,5,0,0,0,0.56,1.25,81.8,1.79,4,0.08,0.18,0.56,1.25,26.3,79.34,2214.31,16.33,85,31.3,88.34,2139,13.41,34,30.2,86.36,38.8478275,-90.45753515624997,-3.7,0.2
2023-07-29T06:19:29.000Z,26.8,80.24,76,99.97,2.68,5,0,0,0,1.12,2.51,75.8,2.19,4.9,0.27,0.6,1.08,2.42,26.7,80.06,2213.97,16.32,85,31.2,88.16,2140.68,13.48,35,30.2,86.36,38.8478275,-90.45753515624997,-3.7,0.2
2023-07-29T06:34:29.000Z,27.7,81.86,75,99.93,2.76,5,0,0,0,1.01,2.26,106,2.58,5.77,-0.28,-0.63,0.97,2.17,27.4,81.32,2213.39,16.3,85,31.2,88.16,2139.74,13.44,35,30.2,86.36,38.8478275,-90.45753515624997,-3.7,0.2
2023-07-29T06:49:29.000Z,28.5,83.3,72,99.93,2.79,5,0,0,0,0.69,1.54,116.7,2.55,5.7,-0.31,-0.69,0.62,1.39,28.3,82.94,2214.58,16.34,85,31.1,87.98,2139.17,13.42,35,30.1,86.18,38.8478275,-90.45753515624997,-3.7,0.4
2023-07-29T07:04:29.000Z,28.7,83.66,72,99.95,2.82,5,0,0,0,0.95,2.13,348.8,2.03,4.54,0.94,2.1,-0.19,-0.43,28.9,84.02,2214.62,16.35,85,31,87.8,2138.25,13.38,34,30.1,86.18,38.8478275,-90.45753515624997,-3.6,0.4
2023-07-29T07:19:29.000Z,29.5,85.1,69,99.95,2.85,5,0,0,0,0.67,1.5,101.7,1.75,3.91,-0.14,-0.31,0.65,1.45,29.2,84.56,2214.3,16.33,84,31,87.8,2139.84,13.44,35,30.1,86.18,38.8478275,-90.45753515624997,-3.9,0.2
2023-07-29T07:34:29.000Z,29.9,85.82,68,99.97,2.88,5,0,0,0,0.83,1.86,173.3,1.72,3.85,-0.82,-1.83,0.1,0.22,29.5,85.1,2214.71,16.35,85,30.9,87.62,2139.51,13.43,35,30.1,86.18,38.8478275,-90.45753515624997,-3.7,0.3
2023-07-29T07:49:29.000Z,30.3,86.54,68,99.98,2.91,5,0,0,0,1.13,2.53,180,2.48,5.55,-1.13,-2.53,0,0,29.8,85.64,2214.63,16.35,85,30.8,87.44,2139.21,13.42,34,30,86,38.8478275,-90.45753515624997,-3.7,0.5
2023-07-29T08:04:29.000Z,30.9,87.62,64,99.98,2.86,5,0,0,0,1.46,3.27,194.2,3.08,6.89,-1.41,-3.15,-0.36,-0.81,30.5,86.9,2214.18,16.33,85,30.8,87.44,2139.5,13.43,35,30,86,38.8478275,-90.45753515624997,-3.9,0.3
2023-07-29T08:19:29.000Z,30.9,87.62,61,99.96,2.72,5,0,0,0,2.2,4.92,211.6,3.74,8.37,-1.87,-4.18,-1.15,-2.57,30.9,87.62,2213.82,16.31,85,30.7,87.26,2140.13,13.46,34,30,86,38.8478275,-90.45753515624997,-3.9,0.5
2023-07-29T08:25:51.691Z,27.94,82.3,73,100.02,2.64,5,0.73,0.18,0.01,1.68,3.77,227.65,3.43,7.67,0.07,0.16,-0.67,-1.49,28.13,82.63,2378.7,22.71,132.04,30.67,87.2,2354.38,21.77,106.86,29.31,84.76,38.84785400259082,-90.45753139167729,-3.66,0.29
2023-07-29T08:34:29.000Z,31.4,88.52,58,99.95,2.66,5,0,0,0,2.17,4.85,213.9,4.82,10.78,-1.8,-4.03,-1.21,-2.71,31.5,88.7,2214.83,16.35,85,30.7,87.26,2139.02,13.41,35,30,86,38.8478275,-90.45753515624997,-4.1,0.5
2023-07-29T08:49:29.000Z,31.8,89.24,57,99.97,2.67,5,0,0,0,2.51,5.61,222,4.33,9.69,-1.86,-4.16,-1.68,-3.76,31.6,88.88,2214.43,16.34,85,30.7,87.26,2138.86,13.41,35,29.9,85.82,38.8478275,-90.45753515624997,-3,0.2
2023-07-29T09:04:29.000Z,32.4,90.32,55,99.98,2.7,5,0,0,0,2.65,5.93,246,4.46,9.98,-1.08,-2.42,-2.42,-5.41,32,89.6,2214.83,16.35,85,30.7,87.26,2139.25,13.42,35,29.9,85.82,38.8478275,-90.45753515624997,-3.5,0.1
2023-07-29T09:19:29.000Z,32.7,90.86,56,99.97,2.75,5,0,0,0,2.51,5.61,252.6,4.23,9.46,-0.75,-1.68,-2.39,-5.35,32.2,89.96,2213.28,16.29,84,30.7,87.26,2138.64,13.4,35,29.9,85.82,38.8478275,-90.45753515624997,-3.6,0.2
2023-07-29T09:34:29.000Z,33.3,91.94,55,99.98,2.8,5,0,0,0,2.25,5.03,254.7,3.63,8.12,-0.6,-1.34,-2.17,-4.85,32.6,90.68,2215.35,16.37,85,30.7,87.26,2139.51,13.43,36,29.9,85.82,38.8478275,-90.45753515624997,-3.5,0.4
2023-07-29T09:49:29.000Z,32.7,90.86,56,100.01,2.76,5,0,0,0,2.36,5.28,257.4,4.36,9.75,-0.51,-1.14,-2.3,-5.14,32.6,90.68,2215.53,16.38,84,30.7,87.26,2138.91,13.41,35,29.8,85.64,38.8478275,-90.45753515624997,-3.7,0.2
2023-07-29T10:04:29.000Z,32.4,90.32,56,99.99,2.7,5,0,0,0,2.24,5.01,276.6,3.52,7.87,0.26,0.58,-2.22,-4.97,32.3,90.14,2215.05,16.36,85,30.8,87.44,2138.05,13.37,35,29.8,85.64,38.8478275,-90.45753515624997,-3.6,0.2
