timestamp,imgtype,image,run_date,plantcv_version,sample,trait,value,label
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,default_302,gray_frequencies,NA,NA
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,default_902,gray_frequencies,NA,NA
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,default_703,gray_frequencies,NA,NA
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,default_103,gray_frequencies,NA,NA
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,default_203,gray_frequencies,NA,NA
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,default_803,gray_frequencies,NA,NA
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,default_303,gray_frequencies,NA,NA
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,default_903,gray_frequencies,NA,NA
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,default_403,gray_frequencies,NA,NA
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,default_503,gray_frequencies,NA,NA
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,default_603,gray_frequencies,NA,NA
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,101_1,gray_frequencies,0,6.4
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,101_1,gray_frequencies,0,19.200000000000003
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,101_1,gray_frequencies,0,32.0
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,101_1,gray_frequencies,0,44.800000000000004
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,101_1,gray_frequencies,0,57.6
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,101_1,gray_frequencies,0,70.4
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,101_1,gray_frequencies,13,83.20000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,101_1,gray_frequencies,2857,96.0
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,101_1,gray_frequencies,2124,108.80000000000001
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,101_1,gray_frequencies,1325,121.6
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,101_1,gray_frequencies,784,134.4
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,101_1,gray_frequencies,775,147.20000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,101_1,gray_frequencies,1199,160.0
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,101_1,gray_frequencies,1986,172.8
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,101_1,gray_frequencies,3501,185.60000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,101_1,gray_frequencies,1234,198.4
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,101_1,gray_frequencies,61,211.20000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,101_1,gray_frequencies,0,224.0
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,101_1,gray_frequencies,0,236.8
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,101_1,gray_frequencies,0,249.60000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,201_2,gray_frequencies,0,6.4
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,201_2,gray_frequencies,0,19.200000000000003
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,201_2,gray_frequencies,0,32.0
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,201_2,gray_frequencies,0,44.800000000000004
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,201_2,gray_frequencies,0,57.6
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,201_2,gray_frequencies,0,70.4
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,201_2,gray_frequencies,0,83.20000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,201_2,gray_frequencies,2372,96.0
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,201_2,gray_frequencies,1675,108.80000000000001
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,201_2,gray_frequencies,1254,121.6
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,201_2,gray_frequencies,852,134.4
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,201_2,gray_frequencies,1176,147.20000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,201_2,gray_frequencies,4501,160.0
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,201_2,gray_frequencies,2736,172.8
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,201_2,gray_frequencies,4,185.60000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,201_2,gray_frequencies,0,198.4
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,201_2,gray_frequencies,0,211.20000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,201_2,gray_frequencies,0,224.0
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,201_2,gray_frequencies,0,236.8
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,201_2,gray_frequencies,0,249.60000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,301_3,gray_frequencies,0,6.4
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,301_3,gray_frequencies,0,19.200000000000003
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,301_3,gray_frequencies,0,32.0
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,301_3,gray_frequencies,0,44.800000000000004
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,301_3,gray_frequencies,0,57.6
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,301_3,gray_frequencies,0,70.4
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,301_3,gray_frequencies,594,83.20000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,301_3,gray_frequencies,2400,96.0
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,301_3,gray_frequencies,2188,108.80000000000001
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,301_3,gray_frequencies,1098,121.6
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,301_3,gray_frequencies,776,134.4
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,301_3,gray_frequencies,952,147.20000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,301_3,gray_frequencies,1732,160.0
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,301_3,gray_frequencies,3435,172.8
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,301_3,gray_frequencies,1700,185.60000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,301_3,gray_frequencies,300,198.4
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,301_3,gray_frequencies,1,211.20000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,301_3,gray_frequencies,0,224.0
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,301_3,gray_frequencies,0,236.8
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,301_3,gray_frequencies,0,249.60000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,401_4,gray_frequencies,0,6.4
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,401_4,gray_frequencies,0,19.200000000000003
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,401_4,gray_frequencies,0,32.0
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,401_4,gray_frequencies,0,44.800000000000004
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,401_4,gray_frequencies,0,57.6
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,401_4,gray_frequencies,0,70.4
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,401_4,gray_frequencies,0,83.20000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,401_4,gray_frequencies,16,96.0
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,401_4,gray_frequencies,232,108.80000000000001
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,401_4,gray_frequencies,2112,121.6
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,401_4,gray_frequencies,1594,134.4
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,401_4,gray_frequencies,1360,147.20000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,401_4,gray_frequencies,970,160.0
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,401_4,gray_frequencies,1348,172.8
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,401_4,gray_frequencies,1957,185.60000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,401_4,gray_frequencies,2520,198.4
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,401_4,gray_frequencies,1986,211.20000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,401_4,gray_frequencies,689,224.0
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,401_4,gray_frequencies,34,236.8
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,401_4,gray_frequencies,0,249.60000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,501_5,gray_frequencies,0,6.4
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,501_5,gray_frequencies,0,19.200000000000003
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,501_5,gray_frequencies,0,32.0
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,501_5,gray_frequencies,0,44.800000000000004
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,501_5,gray_frequencies,0,57.6
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,501_5,gray_frequencies,0,70.4
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,501_5,gray_frequencies,0,83.20000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,501_5,gray_frequencies,0,96.0
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,501_5,gray_frequencies,4,108.80000000000001
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,501_5,gray_frequencies,1881,121.6
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,501_5,gray_frequencies,1151,134.4
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,501_5,gray_frequencies,1995,147.20000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,501_5,gray_frequencies,876,160.0
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,501_5,gray_frequencies,1039,172.8
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,501_5,gray_frequencies,2306,185.60000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,501_5,gray_frequencies,4206,198.4
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,501_5,gray_frequencies,1284,211.20000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,501_5,gray_frequencies,4,224.0
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,501_5,gray_frequencies,0,236.8
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,501_5,gray_frequencies,0,249.60000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,901_6,gray_frequencies,0,6.4
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,901_6,gray_frequencies,0,19.200000000000003
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,901_6,gray_frequencies,0,32.0
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,901_6,gray_frequencies,0,44.800000000000004
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,901_6,gray_frequencies,0,57.6
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,901_6,gray_frequencies,0,70.4
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,901_6,gray_frequencies,0,83.20000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,901_6,gray_frequencies,0,96.0
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,901_6,gray_frequencies,62,108.80000000000001
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,901_6,gray_frequencies,1799,121.6
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,901_6,gray_frequencies,1675,134.4
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,901_6,gray_frequencies,1412,147.20000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,901_6,gray_frequencies,673,160.0
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,901_6,gray_frequencies,748,172.8
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,901_6,gray_frequencies,1218,185.60000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,901_6,gray_frequencies,3281,198.4
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,901_6,gray_frequencies,3784,211.20000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,901_6,gray_frequencies,32,224.0
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,901_6,gray_frequencies,0,236.8
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,901_6,gray_frequencies,0,249.60000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,701_7,gray_frequencies,0,6.4
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,701_7,gray_frequencies,0,19.200000000000003
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,701_7,gray_frequencies,0,32.0
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,701_7,gray_frequencies,0,44.800000000000004
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,701_7,gray_frequencies,0,57.6
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,701_7,gray_frequencies,0,70.4
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,701_7,gray_frequencies,0,83.20000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,701_7,gray_frequencies,0,96.0
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,701_7,gray_frequencies,0,108.80000000000001
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,701_7,gray_frequencies,0,121.6
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,701_7,gray_frequencies,149,134.4
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,701_7,gray_frequencies,1779,147.20000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,701_7,gray_frequencies,1930,160.0
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,701_7,gray_frequencies,1251,172.8
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,701_7,gray_frequencies,1402,185.60000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,701_7,gray_frequencies,3741,198.4
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,701_7,gray_frequencies,3105,211.20000000000002
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,701_7,gray_frequencies,417,224.0
2023-07-12,DEM,../DSMs/2023-07-12_DEM.tif,2025-11-19T16:07:40.101329Z,4.10.dev245+g4144cef28,701_7,gray_frequencies,0,236.8
